VIDEO_ID,VIDEO_LENGTH_MINUTES,MODULE_INSTANCE_ID
V000003700,87,I2301068
V00000196,124,I2301068
V000005162,103,I2301068
V000015594,108,I2301068
V000005155,96,I2301068
V000010264,99,I2301068
V000004611,106,I2301068
V000015358,104,I2301068
V000006135,110,I2301068
V000010733,92,I2301068
V000008878,84,I2301068
V000028747,101,I2301068
V000020102,44,I2301068
V000028693,53,I2301068
V000005132,101,I2301068
V000009133,97,I2301068
V000006887,112,I2301068
V000008827,107,I2301068
V000022455,106,I2301068
V00000145,115,I2301068
V000011320,108,I2301068
V000001193,108,I2301068
V000020474,3,I2301054
V000027092,68,I2302704
V000010353,21,I2301068
V000025644,111,I2302704
V000025793,87,I2302704
V000012143,7,I2300329
V000028881,3,I2301680
V000025267,7,I2300486
V000010295,171,I2300486
V000027570,72,I2300486
V000021212,2,I2301680
V000019069,6,I2301472
V000028163,6,I2302674
V000022409,3,I2301161
V000014345,1,I2301680
V00000575,7,I2300329
V000018872,2,I2301680
V000001680,52,I2300486
V000015207,58,I2300486
V000027227,29,I2301760
V000010218,99,I2301488
V000011623,110,I2301101
V000027710,108,I2301101
V000010265,120,I2301101
V000028815,109,I2301101
V000006852,100,I2301101
V00000773,116,I2301101
V000006426,111,I2301101
V000027633,108,I2301101
V000025429,91,I2301101
V00000832,114,I2301101
V000027039,38,I2300144
V000013135,5,I2301472
V00000572,96,I2301218
V000017752,91,I2302523
V000002218,2,I2301054
V000030220,3,I2301054
V000001826,15,I2301280
V000015517,20,I2300677
V000002504,98,I2301900
V000016718,20,I2300677
V000010945,104,I2300922
V000026152,7,I2300329
V000026182,1,I2301680
V000021686,57,I2300933
V000021915,55,I2301526
V000027439,27,I2301526
V000019271,56,I2300556
V000015084,49,I2300556
V000030050,52,I2300556
V000014510,58,I2300556
V000020150,15,I2301236
V000013187,1,I2301639
V000019435,109,I2302210
V000001001,87,I2302210
V000001779,115,I2302210
V000005838,111,I2302210
V000001682,102,I2302210
V000015232,106,I2302210
V000029998,120,I2301286
V00000193,114,I2301286
V000004633,14,I2302467
V000023225,1,I2301680
V000014174,1,I2301639
V000027571,1,I2301639
V000013053,1,I2301639
V000010958,65,I2302282
V000007790,60,I2301804
V000017339,61,I2302282
V000003599,41,I2302282
V000003535,69,I2302282
V000009800,63,I2302282
V000023387,8,I2301613
V000023201,15,I2301236
V000021221,7,I2300329
V000021748,51,I2302279
V000010903,42,I2302279
V000025390,43,I2302279
V000019611,93,I2302279
V000024526,180,I2301651
V000008414,180,I2301651
V000029533,180,I2301651
V000008509,180,I2301651
V000008147,180,I2301651
V000001797,39,I2301302
V000025662,108,I2300802
V000029453,60,I2301331
V000024242,60,I2302503
V000025818,60,I2301331
V000023778,112,I2301299
V000001311,116,I2301299
V000004526,57,I2302429
V000025366,102,I2301299
V000001108,180,I2300802
V000001293,180,I2300802
V000024425,179,I2300802
V000026995,180,I2300802
V000002827,180,I2300802
V000010947,180,I2300802
V000005268,46,I2302279
V000004548,52,I2301221
V000017995,73,I2301221
V000026977,42,I2300432
V000015589,78,I2300432
V000019129,47,I2301221
V000029921,53,I2301221
V000012789,50,I2301221
V000009401,45,I2301221
V000014561,59,I2301221
V000012343,67,I2302339
V000009180,51,I2302339
V000022029,54,I2301221
V000022525,66,I2301221
V000020328,100,I2302339
V000002809,57,I2301221
V000004118,59,I2302339
V000010080,78,I2301667
V000024979,52,I2301228
V000020666,25,I2301228
V000018983,53,I2301228
V000021749,7,I2300329
V000017839,7,I2301067
V000015280,25,I2301067
V00000189,32,I2301067
V000015580,2,I2301680
V000004792,30,I2301228
V000014020,27,I2301228
V00000701,146,I2300958
V000003194,136,I2300958
V000015785,153,I2300958
V000027404,114,I2300958
V000019407,108,I2300958
V000017606,119,I2300958
V000021511,92,I2300958
V000006704,130,I2300958
V000014899,5,I2301535
V000022737,7,I2300329
V000012507,3,I2301680
V00000310,120,I2302041
V000020431,120,I2302041
V000027288,120,I2302041
V000005024,120,I2302041
V000002049,120,I2302041
V000026224,60,I2302448
V000016629,120,I2302427
V000019798,120,I2302427
V000003458,120,I2302427
V000011435,120,I2302427
V000018748,120,I2302427
V000026113,120,I2302448
V000026900,120,I2300466
V000003272,120,I2300217
V000001806,120,I2300217
V000011770,120,I2300217
V000003215,120,I2300466
V000002521,102,I2300466
V000029910,120,I2300466
V000014310,120,I2300466
V000012278,120,I2300466
V000022431,120,I2300466
V000001148,120,I2300466
V000013413,120,I2300466
V000022325,120,I2300466
V000021547,180,I2301566
V00000716,180,I2301566
V000003339,180,I2301566
V000013879,180,I2301566
V000029251,180,I2301566
V000020282,180,I2301566
V000025437,74,I2302583
V000016932,60,I2302583
V000018561,120,I2301631
V000022506,120,I2301631
V000014352,120,I2301631
V000001684,120,I2301631
V000004971,120,I2301631
V000021786,120,I2301631
V000009378,120,I2301631
V000011237,120,I2301631
V000029346,120,I2301631
V000020912,120,I2301631
V000014371,120,I2301631
V000024757,120,I2301631
V000022880,120,I2301343
V000015058,120,I2301343
V000008177,120,I2301343
V000007780,120,I2301343
V000009654,120,I2301343
V000018550,120,I2301343
V000026163,120,I2301343
V000007258,120,I2301343
V000022290,120,I2302529
V000009254,60,I2302583
V000019266,120,I2301343
V000013071,60,I2302583
V000004683,180,I2301590
V000005687,180,I2301590
V000017604,180,I2301590
V000030214,180,I2301590
V000011115,180,I2301590
V000025656,180,I2301590
V000025378,180,I2301590
V000029472,180,I2301590
V000005247,240,I2301590
V000002044,240,I2301590
V000012575,60,I2301034
V000018825,60,I2300606
V000017193,120,I2300217
V000006110,120,I2302041
V000013534,120,I2300420
V000007570,120,I2300420
V000023136,113,I2301091
V000007789,60,I2300606
V000005053,60,I2300606
V000025584,60,I2300606
V000014706,60,I2300606
V000024961,60,I2300606
V000030096,60,I2300606
V000001993,60,I2300606
V000013454,60,I2300606
V000027663,120,I2300026
V000004353,29,I2300676
V000015357,59,I2302467
V000001518,120,I2302427
V000027674,90,I2301208
V000024280,90,I2301208
V000002394,120,I2301518
V000005671,120,I2301518
V000029181,120,I2301518
V000004314,90,I2301208
V000002880,90,I2301208
V000026495,120,I2301518
V000017788,120,I2301518
V00000787,120,I2301518
V000013983,120,I2300217
V000002283,120,I2300217
V000001309,120,I2300217
V000001745,120,I2300217
V000010417,120,I2300217
V000025852,120,I2302427
V000001964,120,I2302427
V000020153,120,I2302535
V000012585,120,I2302535
V000003242,120,I2302286
V000006643,120,I2302286
V00000352,120,I2302286
V000007581,120,I2302286
V000026757,120,I2302286
V000017485,120,I2302286
V000021973,120,I2302286
V000005187,120,I2302286
V000017405,120,I2302286
V000020391,120,I2302041
V000025374,120,I2302041
V000029260,120,I2302041
V000013642,120,I2302041
V000022694,120,I2302041
V000004811,120,I2302041
V000025111,120,I2302041
V000011130,120,I2302041
V000008114,120,I2302041
V000009064,60,I2302261
V000021501,60,I2302261
V000003479,60,I2302261
V000011564,60,I2302261
V000005036,60,I2302261
V000030006,60,I2302261
V000018467,60,I2302261
V000005167,60,I2302261
V000016095,60,I2302261
V000016082,60,I2302261
V000009354,120,I2302261
V000005753,120,I2302261
V000029700,120,I2302261
V000021632,120,I2302261
V000026862,53,I2302261
V000002930,120,I2302261
V000009333,120,I2302261
V000020396,120,I2302261
V000016022,120,I2302261
V000024286,60,I2301636
V000027642,60,I2301636
V000009716,60,I2301636
V000012510,60,I2301636
V000024350,60,I2301636
V000024820,60,I2301636
V000030294,60,I2301636
V000010644,60,I2301636
V000015752,60,I2301636
V00000420,60,I2302448
V000023570,60,I2301636
V000019744,60,I2301636
V000015065,60,I2301636
V000020854,60,I2301636
V000003904,60,I2301636
V000024270,60,I2301636
V000025739,2,I2301636
V000018211,60,I2301636
V000012820,60,I2301636
V000016708,120,I2302448
V000023094,120,I2302448
V000006807,120,I2302448
V000024730,120,I2302448
V000018280,120,I2302448
V000012140,120,I2302448
V000017003,120,I2302448
V000016015,120,I2302448
V000003977,120,I2301108
V000022516,120,I2301108
V000027222,120,I2301108
V000016091,120,I2301108
V000010703,91,I2301108
V000012422,120,I2301108
V000024603,120,I2301108
V000015511,120,I2301108
V00000756,120,I2301060
V00000290,120,I2301060
V000014305,120,I2301060
V000004441,120,I2301060
V00000691,120,I2301060
V000008096,120,I2301060
V000023351,120,I2301060
V000028076,120,I2301060
V000030250,120,I2301060
V000006673,120,I2300574
V000027444,120,I2300574
V000017181,120,I2300574
V000002199,120,I2300574
V000025545,120,I2300574
V000030023,120,I2300574
V000014734,120,I2300574
V000006641,120,I2300574
V000023409,120,I2300574
V000002720,120,I2300606
V000017938,120,I2300606
V000004311,120,I2300606
V000024388,120,I2300606
V000023540,120,I2300606
V000013617,120,I2300606
V000006148,120,I2300606
V000013770,120,I2300606
V000021036,120,I2300606
V00000183,106,I2300323
V000006465,104,I2300323
V000021673,101,I2300323
V000019512,120,I2300323
V000002723,120,I2300323
V000013418,120,I2300323
V000027225,120,I2300323
V000028472,37,I2300323
V000001399,120,I2300323
V000009858,120,I2301841
V000021766,120,I2301841
V000001210,120,I2301841
V000012955,120,I2301841
V000006592,120,I2301841
V000005325,120,I2301841
V000013701,120,I2301841
V00000388,120,I2301841
V000009717,115,I2301841
V000024006,120,I2302719
V000010455,120,I2302719
V000029757,120,I2302719
V000026390,120,I2302719
V000023959,120,I2302719
V000022496,120,I2302719
V000016089,120,I2302719
V000019711,120,I2302719
V000003647,120,I2302719
V000026150,60,I2302535
V000008106,60,I2302535
V000017658,120,I2302535
V000021555,60,I2302535
V000019034,120,I2302535
V000004814,60,I2302535
V000012123,120,I2302535
V000013359,60,I2302535
V000019041,120,I2302535
V000003518,60,I2302535
V000016038,60,I2302535
V000007919,59,I2302535
V000011446,60,I2302535
V000014621,120,I2302535
V000022533,120,I2302535
V000016178,120,I2302535
V000012603,110,I2302529
V000016429,60,I2300059
V000010111,60,I2300059
V000001512,60,I2300059
V000025890,60,I2300059
V000016889,60,I2300059
V000008858,60,I2300059
V000004520,60,I2300059
V000026384,60,I2300059
V000020107,60,I2300059
V000028002,60,I2301869
V000018649,60,I2301869
V000019695,60,I2301869
V000001440,60,I2301869
V000004109,60,I2301869
V000016798,60,I2301869
V000010879,60,I2301869
V000021417,60,I2301869
V000009289,60,I2301869
V000018412,120,I2301636
V000015661,120,I2300041
V000011108,120,I2300041
V000019113,120,I2300041
V000018958,120,I2300041
V000028321,90,I2301208
V000015488,90,I2301208
V000004734,120,I2302220
V000002461,90,I2301208
V000011022,90,I2301208
V000013076,90,I2301208
V000029564,90,I2301208
V000013336,90,I2301208
V000028511,90,I2301208
V000024857,60,I2301901
V000018602,60,I2301901
V000016427,60,I2301901
V000018801,60,I2301901
V000011619,60,I2301901
V000014446,60,I2301901
V000015262,60,I2301901
V000006663,60,I2301901
V000027639,60,I2301901
V000020669,177,I2301270
V000008989,180,I2301270
V000017320,180,I2301270
V000003148,120,I2301901
V000024357,120,I2301901
V000008504,120,I2301901
V000005849,120,I2301901
V000010414,120,I2301901
V000007375,120,I2300599
V000021333,120,I2301901
V000028463,120,I2300599
V000019475,120,I2301901
V000028829,120,I2301901
V000026960,120,I2300599
V00000051,120,I2301901
V000017331,120,I2300599
V000007163,120,I2300599
V000009793,120,I2300599
V000006143,120,I2300599
V000005669,120,I2300599
V000008217,120,I2300599
V000017243,180,I2301956
V000023482,180,I2301956
V00000350,120,I2300696
V000020923,180,I2301956
V000008891,120,I2300696
V000028959,180,I2301956
V000012911,120,I2300696
V000024674,120,I2301631
V000023996,120,I2301631
V000015342,120,I2301631
V000007264,120,I2301631
V000013222,120,I2301631
V000003331,120,I2301631
V00000016,120,I2301636
V000004827,120,I2301636
V00000645,120,I2301636
V000005366,120,I2301636
V000022666,120,I2301636
V000008855,120,I2301636
V000022346,120,I2301636
V000030174,120,I2301636
V000029270,120,I2300491
V000009043,120,I2300491
V000011977,120,I2300491
V000021702,120,I2300491
V000027465,120,I2300491
V000015066,120,I2300491
V000027499,120,I2300491
V000017663,120,I2300491
V000029965,120,I2300491
V000001752,120,I2301647
V000019401,120,I2301647
V000023049,120,I2301647
V000011148,60,I2301518
V000017667,120,I2301647
V000002324,120,I2301647
V000008480,120,I2301647
V000023140,120,I2301647
V000022040,120,I2301647
V000022663,60,I2301647
V000019351,120,I2301647
V000030245,60,I2301647
V000005612,120,I2301647
V000004295,60,I2301647
V000014864,120,I2301647
V000010582,60,I2301647
V000015969,120,I2301647
V000017676,60,I2301647
V000017486,120,I2301647
V000023597,60,I2301647
V000026508,120,I2301647
V000003355,60,I2301647
V000023505,120,I2301647
V000010538,60,I2301647
V000001150,120,I2301647
V000025621,60,I2301647
V000005422,120,I2301647
V000009795,120,I2301647
V000025601,60,I2301647
V000023286,60,I2301647
V000030184,60,I2301647
V000025444,60,I2301647
V000001382,60,I2301647
V00000709,60,I2301647
V000029979,60,I2301647
V000008531,60,I2301647
V000003989,60,I2301647
V000013390,120,I2300041
V000030341,119,I2300041
V00000441,120,I2300041
V000014880,120,I2300041
V000021223,120,I2300041
V000013131,8,I2301346
V000001202,179,I2301346
V000030227,180,I2301346
V000004103,180,I2301346
V000028061,180,I2301346
V000024679,120,I2300026
V000010777,120,I2300026
V000029561,120,I2300026
V000016074,120,I2300026
V000009214,120,I2300026
V000007962,120,I2300026
V000016711,120,I2300026
V000029297,49,I2300026
V000023142,120,I2302427
V000008440,120,I2300026
V000008086,120,I2302529
V000028353,108,I2302529
V000006546,120,I2302529
V000026184,120,I2302529
V000009262,120,I2302529
V000014870,120,I2302529
V000016927,120,I2302529
V000014166,120,I2300540
V000018666,180,I2300540
V00000737,180,I2300540
V000002989,180,I2300540
V000007113,180,I2300540
V000004903,180,I2300540
V000013208,180,I2300540
V000002613,180,I2300540
V000024261,180,I2300540
V000025585,120,I2300466
V000015630,120,I2300466
V000014415,120,I2300466
V000020705,120,I2300466
V000008907,120,I2300466
V00000849,120,I2300466
V000008180,69,I2300466
V000024501,120,I2300466
V000003824,120,I2300041
V000019571,120,I2300041
V000005540,120,I2300041
V000011960,120,I2300041
V000010104,120,I2300041
V000014602,120,I2300041
V000020551,120,I2300041
V000019027,120,I2300041
V000005708,120,I2300041
V000009307,120,I2300043
V000020837,120,I2300043
V000006113,120,I2300043
V000001284,120,I2300043
V000028030,120,I2300043
V000021277,120,I2300043
V000009132,120,I2300043
V000023866,120,I2300043
V000023666,120,I2300043
V000010171,120,I2300770
V000020727,120,I2300770
V00000001,120,I2300770
V000020820,120,I2300770
V000008952,120,I2300770
V000023670,120,I2300770
V000022278,120,I2300770
V000012033,120,I2300770
V000025901,120,I2300770
V000016936,6,I2302674
V000003259,6,I2302674
V000015853,6,I2302674
V000021799,180,I2301881
V000024285,180,I2301881
V000013319,180,I2301881
V000028638,180,I2301881
V000027989,180,I2301881
V000014093,180,I2301881
V000006441,180,I2301881
V000019588,180,I2301881
V000024834,120,I2300681
V000025672,120,I2300681
V000021017,120,I2300681
V00000357,120,I2300681
V000014542,120,I2300681
V000018490,120,I2300681
V00000648,120,I2300681
V000010574,120,I2300681
V000010144,120,I2302041
V000021971,120,I2302041
V000022163,120,I2302041
V000014115,120,I2302041
V000014390,120,I2302041
V000014614,120,I2302041
V00000044,120,I2302041
V000003717,120,I2302041
V000015224,120,I2302041
V00000091,120,I2302220
V000008520,120,I2302220
V000027416,120,I2302220
V000010866,120,I2302220
V000005538,120,I2302220
V000025216,120,I2302220
V000007441,120,I2302220
V000024672,60,I2302467
V000003063,60,I2302467
V000023883,60,I2302467
V000010073,60,I2302467
V000028891,60,I2302467
V000026714,120,I2300041
V000004339,120,I2300041
V000012888,120,I2300041
V000019118,120,I2300041
V000002615,120,I2300041
V000026962,120,I2300041
V000019009,120,I2300041
V00000616,120,I2300041
V000027014,120,I2300041
V000021279,109,I2301034
V000015426,49,I2301034
V000025854,120,I2301034
V000017511,120,I2301034
V000017600,120,I2301034
V000026764,60,I2301034
V000010935,120,I2301108
V000010354,120,I2301631
V000029068,120,I2301631
V000010524,120,I2301631
V000022138,120,I2301631
V000012081,120,I2301631
V000007030,120,I2301631
V00000112,120,I2301631
V000017098,120,I2302041
V000026000,120,I2301518
V000002001,120,I2301518
V000017064,120,I2301518
V000023904,120,I2301518
V000006303,120,I2301518
V000008426,120,I2301636
V000003066,120,I2301636
V000011956,120,I2301636
V000025303,120,I2301636
V000006710,120,I2301636
V000019056,120,I2301636
V000024592,120,I2301636
V000007354,120,I2301636
V000015693,180,I2300676
V000027089,180,I2300676
V000013612,180,I2300676
V000006568,180,I2300676
V000026048,180,I2300676
V000003320,180,I2300676
V000029539,101,I2300676
V000005965,180,I2300676
V000015456,180,I2300676
V000028192,120,I2301023
V000029459,120,I2301023
V000027162,120,I2301023
V000017530,120,I2301023
V000008101,120,I2301023
V000010801,120,I2301023
V000006910,120,I2301023
V000024754,120,I2301023
V000005996,108,I2301023
V000028503,120,I2301343
V000015782,120,I2301343
V000019220,116,I2301343
V000008493,120,I2301343
V000027846,120,I2301343
V000012242,120,I2301343
V000011105,120,I2301343
V000010410,120,I2300574
V000017851,60,I2302006
V000012138,60,I2302006
V000027381,60,I2302006
V000021034,120,I2300420
V000007151,120,I2300420
V000012443,120,I2300420
V000011637,120,I2300420
V00000471,120,I2300420
V000014553,120,I2301343
V000010188,120,I2301343
V000010347,120,I2301343
V000019489,120,I2301343
V000016802,72,I2301343
V00000047,120,I2301343
V000016879,120,I2301343
V000022484,120,I2301343
V000029634,120,I2301343
V000016351,112,I2301343
V000004634,114,I2301343
V000009270,60,I2302467
V000007206,120,I2301566
V000026274,120,I2301566
V000019263,120,I2301566
V000007032,120,I2302427
V00000853,120,I2302427
V000009745,120,I2302427
V000004371,120,I2302427
V000010913,120,I2302427
V000029272,120,I2302427
V000020409,120,I2302427
V000016159,120,I2302427
V000023871,120,I2302427
V000014111,60,I2302006
V00000567,120,I2302006
V000001958,120,I2302006
V000017540,120,I2302006
V000026012,120,I2302006
V00000437,120,I2302006
V000029822,120,I2301108
V000024966,120,I2301108
V000028865,120,I2301108
V000003825,120,I2301108
V000021636,60,I2302448
V000012339,120,I2302448
V000019404,60,I2302448
V000009961,60,I2302448
V000021746,120,I2302448
V000016408,120,I2302448
V000009012,120,I2302448
V000028601,120,I2302041
V000028237,120,I2302041
V000024646,120,I2302041
V000010009,120,I2302041
V000027316,120,I2302041
V000010230,120,I2302041
V000020842,120,I2302041
V000019593,120,I2301631
V000008459,113,I2301631
V000006812,120,I2302448
